,year,month,carrier,carrier_name,airport,arr_flights,arr_cancelled, arr_delay, carrier_delay,weather_delay,Airport,city
977,2018,1,AA,American Airlines Inc.,ATL,956.0,28.0,8794.0,3851.0,396.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1240,2018,1,DL,Delta Air Lines Inc.,DEN,778.0,9.0,6856.0,1614.0,1340.0, Denver International,"Denver, CO"
1279,2018,1,DL,Delta Air Lines Inc.,LAX,2455.0,22.0,21413.0,8147.0,4363.0, Los Angeles International,"Los Angeles, CA"
1306,2018,1,DL,Delta Air Lines Inc.,ORD,547.0,9.0,5124.0,1018.0,969.0, Chicago O'Hare International,"Chicago, IL"
1354,2018,1,EV,ExpressJet Airlines Inc.,ATL,905.0,39.0,17115.0,5573.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1386,2018,1,EV,ExpressJet Airlines Inc.,DFW,930.0,31.0,11875.0,7143.0,0.0, Dallas/Fort Worth International,Dallas
1443,2018,1,EV,ExpressJet Airlines Inc.,ORD,912.0,19.0,18107.0,4344.0,1395.0, Chicago O'Hare International,"Chicago, IL"
1474,2018,1,F9,Frontier Airlines Inc.,ATL,272.0,5.0,4155.0,1445.0,30.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1485,2018,1,F9,Frontier Airlines Inc.,DEN,1607.0,30.0,22245.0,7102.0,146.0, Denver International,"Denver, CO"
1486,2018,1,F9,Frontier Airlines Inc.,DFW,40.0,2.0,389.0,151.0,0.0, Dallas/Fort Worth International,Dallas
1495,2018,1,F9,Frontier Airlines Inc.,LAX,124.0,1.0,1512.0,371.0,44.0, Los Angeles International,"Los Angeles, CA"
1508,2018,1,F9,Frontier Airlines Inc.,ORD,217.0,3.0,4181.0,537.0,0.0, Chicago O'Hare International,"Chicago, IL"
1555,2018,1,G4,Allegiant Air,DEN,8.0,0.0,178.0,0.0,141.0, Denver International,"Denver, CO"
1585,2018,1,G4,Allegiant Air,LAX,109.0,2.0,1968.0,170.0,87.0, Los Angeles International,"Los Angeles, CA"
1654,2018,1,HA,Hawaiian Airlines Inc.,LAX,162.0,0.0,2373.0,2135.0,0.0, Los Angeles International,"Los Angeles, CA"
1673,2018,1,MQ,Envoy Air,ATL,56.0,4.0,224.0,36.0,35.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1241,2018,1,DL,Delta Air Lines Inc.,DFW,510.0,7.0,3723.0,966.0,779.0, Dallas/Fort Worth International,Dallas
947,2018,1,9E,Endeavor Air Inc.,ORD,167.0,11.0,1412.0,601.0,0.0, Chicago O'Hare International,"Chicago, IL"
1172,2018,1,B6,JetBlue Airways,ORD,171.0,10.0,4477.0,1953.0,287.0, Chicago O'Hare International,"Chicago, IL"
893,2018,1,9E,Endeavor Air Inc.,DEN,3.0,0.0,0.0,0.0,0.0, Denver International,"Denver, CO"
466,2018,1,UA,United Air Lines Inc.,ATL,434.0,13.0,3962.0,1221.0,372.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
400,2018,1,OO,SkyWest Airlines Inc.,ORD,5925.0,208.0,167233.0,48990.0,4837.0, Chicago O'Hare International,"Chicago, IL"
363,2018,1,OO,SkyWest Airlines Inc.,LAX,2946.0,37.0,34504.0,11110.0,332.0, Los Angeles International,"Los Angeles, CA"
307,2018,1,OO,SkyWest Airlines Inc.,DFW,463.0,12.0,6542.0,2410.0,190.0, Dallas/Fort Worth International,Dallas
306,2018,1,OO,SkyWest Airlines Inc.,DEN,3890.0,71.0,56616.0,21319.0,3096.0, Denver International,"Denver, CO"
255,2018,1,OO,SkyWest Airlines Inc.,ATL,2115.0,63.0,62234.0,17773.0,4214.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
487,2018,1,UA,United Air Lines Inc.,DEN,4695.0,37.0,30186.0,7974.0,2873.0, Denver International,"Denver, CO"
219,2018,1,OH,PSA Airlines Inc.,ORD,181.0,5.0,4522.0,1498.0,33.0, Chicago O'Hare International,"Chicago, IL"
138,2018,1,NK,Spirit Air Lines,ORD,774.0,10.0,6505.0,964.0,123.0, Chicago O'Hare International,"Chicago, IL"
129,2018,1,NK,Spirit Air Lines,LAX,682.0,7.0,4683.0,1920.0,84.0, Los Angeles International,"Los Angeles, CA"
122,2018,1,NK,Spirit Air Lines,DFW,608.0,6.0,5490.0,2085.0,15.0, Dallas/Fort Worth International,Dallas
121,2018,1,NK,Spirit Air Lines,DEN,258.0,2.0,3064.0,441.0,120.0, Denver International,"Denver, CO"
114,2018,1,NK,Spirit Air Lines,ATL,629.0,10.0,6276.0,2009.0,135.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
894,2018,1,9E,Endeavor Air Inc.,DFW,225.0,5.0,1751.0,854.0,32.0, Dallas/Fort Worth International,Dallas
154,2018,1,OH,PSA Airlines Inc.,ATL,68.0,3.0,470.0,228.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
488,2018,1,UA,United Air Lines Inc.,DFW,502.0,8.0,4467.0,1331.0,465.0, Dallas/Fort Worth International,Dallas
81,2018,1,MQ,Envoy Air,ORD,4704.0,166.0,69063.0,18761.0,5530.0, Chicago O'Hare International,"Chicago, IL"
778,2018,1,YX,Republic Airline,ATL,409.0,25.0,2989.0,677.0,44.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
862,2018,1,9E,Endeavor Air Inc.,ATL,1834.0,66.0,35797.0,11229.0,3408.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
835,2018,1,YX,Republic Airline,ORD,1484.0,55.0,19131.0,4486.0,1274.0, Chicago O'Hare International,"Chicago, IL"
801,2018,1,YX,Republic Airline,DFW,330.0,13.0,2805.0,847.0,343.0, Dallas/Fort Worth International,Dallas
800,2018,1,YX,Republic Airline,DEN,321.0,2.0,3732.0,1555.0,272.0, Denver International,"Denver, CO"
512,2018,1,UA,United Air Lines Inc.,LAX,2126.0,15.0,16865.0,6376.0,2035.0, Los Angeles International,"Los Angeles, CA"
701,2018,1,YV,Mesa Airlines Inc.,DFW,2612.0,193.0,25908.0,10445.0,2259.0, Dallas/Fort Worth International,Dallas
675,2018,1,YV,Mesa Airlines Inc.,ATL,191.0,17.0,2053.0,441.0,4.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
608,2018,1,WN,Southwest Airlines Co.,DEN,5515.0,73.0,32473.0,11621.0,1088.0, Denver International,"Denver, CO"
590,2018,1,WN,Southwest Airlines Co.,ATL,3529.0,152.0,20436.0,6997.0,293.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
579,2018,1,VX,Virgin America,ORD,69.0,1.0,415.0,157.0,0.0, Chicago O'Hare International,"Chicago, IL"
575,2018,1,VX,Virgin America,LAX,1201.0,24.0,6633.0,2348.0,243.0, Los Angeles International,"Los Angeles, CA"
566,2018,1,VX,Virgin America,DEN,59.0,1.0,402.0,70.0,0.0, Denver International,"Denver, CO"
531,2018,1,UA,United Air Lines Inc.,ORD,5162.0,57.0,41708.0,11456.0,2909.0, Chicago O'Hare International,"Chicago, IL"
627,2018,1,WN,Southwest Airlines Co.,LAX,3604.0,61.0,28183.0,9239.0,165.0, Los Angeles International,"Los Angeles, CA"
2758,2018,2,B6,JetBlue Airways,ATL,132.0,2.0,995.0,607.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2773,2018,2,B6,JetBlue Airways,DEN,80.0,0.0,1150.0,364.0,0.0, Denver International,"Denver, CO"
2612,2018,2,AA,American Airlines Inc.,DEN,786.0,6.0,8207.0,3303.0,492.0, Denver International,"Denver, CO"
2784,2018,2,B6,JetBlue Airways,LAX,482.0,1.0,6643.0,2176.0,0.0, Los Angeles International,"Los Angeles, CA"
2790,2018,2,B6,JetBlue Airways,ORD,148.0,8.0,3609.0,1269.0,51.0, Chicago O'Hare International,"Chicago, IL"
2774,2018,2,B6,JetBlue Airways,DFW,48.0,1.0,893.0,277.0,0.0, Dallas/Fort Worth International,Dallas
2732,2018,2,AS,Alaska Airlines Inc.,ORD,114.0,0.0,1592.0,70.0,25.0, Chicago O'Hare International,"Chicago, IL"
2613,2018,2,AA,American Airlines Inc.,DFW,10664.0,189.0,156506.0,45868.0,6101.0, Dallas/Fort Worth International,Dallas
2706,2018,2,AS,Alaska Airlines Inc.,DFW,84.0,0.0,771.0,48.0,24.0, Dallas/Fort Worth International,Dallas
2705,2018,2,AS,Alaska Airlines Inc.,DEN,112.0,0.0,708.0,330.0,0.0, Denver International,"Denver, CO"
2692,2018,2,AS,Alaska Airlines Inc.,ATL,28.0,0.0,225.0,160.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2655,2018,2,AA,American Airlines Inc.,ORD,4644.0,170.0,51969.0,13380.0,2411.0, Chicago O'Hare International,"Chicago, IL"
2636,2018,2,AA,American Airlines Inc.,LAX,2885.0,11.0,21567.0,8766.0,1000.0, Los Angeles International,"Los Angeles, CA"
2825,2018,2,DL,Delta Air Lines Inc.,ATL,17790.0,9.0,143740.0,56123.0,10031.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2721,2018,2,AS,Alaska Airlines Inc.,LAX,605.0,0.0,1986.0,1001.0,96.0, Los Angeles International,"Los Angeles, CA"
2858,2018,2,DL,Delta Air Lines Inc.,DEN,717.0,0.0,8361.0,4095.0,914.0, Denver International,"Denver, CO"
3096,2018,2,F9,Frontier Airlines Inc.,DEN,1438.0,18.0,24796.0,6548.0,251.0, Denver International,"Denver, CO"
2897,2018,2,DL,Delta Air Lines Inc.,LAX,2256.0,2.0,20716.0,7567.0,1988.0, Los Angeles International,"Los Angeles, CA"
2924,2018,2,DL,Delta Air Lines Inc.,ORD,496.0,2.0,8471.0,1453.0,693.0, Chicago O'Hare International,"Chicago, IL"
2970,2018,2,EV,ExpressJet Airlines Inc.,ATL,518.0,3.0,5450.0,1226.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3000,2018,2,EV,ExpressJet Airlines Inc.,DFW,841.0,20.0,23538.0,11051.0,0.0, Dallas/Fort Worth International,Dallas
3055,2018,2,EV,ExpressJet Airlines Inc.,ORD,766.0,48.0,19031.0,3768.0,1107.0, Chicago O'Hare International,"Chicago, IL"
3084,2018,2,F9,Frontier Airlines Inc.,ATL,243.0,2.0,4541.0,1256.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3097,2018,2,F9,Frontier Airlines Inc.,DFW,34.0,0.0,710.0,87.0,28.0, Dallas/Fort Worth International,Dallas
3107,2018,2,F9,Frontier Airlines Inc.,LAX,112.0,0.0,2621.0,868.0,13.0, Los Angeles International,"Los Angeles, CA"
3120,2018,2,F9,Frontier Airlines Inc.,ORD,197.0,4.0,3783.0,506.0,75.0, Chicago O'Hare International,"Chicago, IL"
3165,2018,2,G4,Allegiant Air,DEN,8.0,0.0,196.0,47.0,15.0, Denver International,"Denver, CO"
3195,2018,2,G4,Allegiant Air,LAX,100.0,3.0,2310.0,585.0,212.0, Los Angeles International,"Los Angeles, CA"
3264,2018,2,HA,Hawaiian Airlines Inc.,LAX,140.0,0.0,1445.0,1151.0,12.0, Los Angeles International,"Los Angeles, CA"
3283,2018,2,MQ,Envoy Air,ATL,53.0,6.0,560.0,78.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3309,2018,2,MQ,Envoy Air,DFW,4022.0,213.0,63801.0,9410.0,10678.0, Dallas/Fort Worth International,Dallas
2859,2018,2,DL,Delta Air Lines Inc.,DFW,447.0,0.0,4128.0,913.0,420.0, Dallas/Fort Worth International,Dallas
2595,2018,2,AA,American Airlines Inc.,ATL,858.0,6.0,7903.0,2753.0,241.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2140,2018,2,UA,United Air Lines Inc.,DFW,487.0,4.0,7652.0,1026.0,1899.0, Dallas/Fort Worth International,Dallas
2527,2018,2,9E,Endeavor Air Inc.,DFW,220.0,4.0,5951.0,1844.0,1004.0, Dallas/Fort Worth International,Dallas
2566,2018,2,9E,Endeavor Air Inc.,ORD,138.0,3.0,3076.0,532.0,0.0, Chicago O'Hare International,"Chicago, IL"
1765,2018,2,NK,Spirit Air Lines,ATL,570.0,8.0,6351.0,1447.0,109.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1773,2018,2,NK,Spirit Air Lines,DEN,224.0,2.0,1692.0,326.0,95.0, Denver International,"Denver, CO"
1774,2018,2,NK,Spirit Air Lines,DFW,546.0,5.0,12114.0,2094.0,0.0, Dallas/Fort Worth International,Dallas
1781,2018,2,NK,Spirit Air Lines,LAX,616.0,6.0,8672.0,1900.0,33.0, Los Angeles International,"Los Angeles, CA"
1790,2018,2,NK,Spirit Air Lines,ORD,700.0,13.0,15865.0,2455.0,651.0, Chicago O'Hare International,"Chicago, IL"
1806,2018,2,OH,PSA Airlines Inc.,ATL,68.0,4.0,764.0,113.0,59.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1871,2018,2,OH,PSA Airlines Inc.,ORD,164.0,12.0,3689.0,1112.0,136.0, Chicago O'Hare International,"Chicago, IL"
1907,2018,2,OO,SkyWest Airlines Inc.,ATL,1858.0,22.0,35927.0,12360.0,1851.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
1957,2018,2,OO,SkyWest Airlines Inc.,DEN,3424.0,63.0,60162.0,25256.0,3440.0, Denver International,"Denver, CO"
1958,2018,2,OO,SkyWest Airlines Inc.,DFW,468.0,14.0,11720.0,3519.0,224.0, Dallas/Fort Worth International,Dallas
2014,2018,2,OO,SkyWest Airlines Inc.,LAX,2704.0,37.0,35235.0,14777.0,958.0, Los Angeles International,"Los Angeles, CA"
2053,2018,2,OO,SkyWest Airlines Inc.,ORD,5462.0,397.0,128357.0,34470.0,10138.0, Chicago O'Hare International,"Chicago, IL"
2118,2018,2,UA,United Air Lines Inc.,ATL,386.0,0.0,2672.0,691.0,141.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2139,2018,2,UA,United Air Lines Inc.,DEN,4257.0,3.0,31099.0,9212.0,1600.0, Denver International,"Denver, CO"
1733,2018,2,MQ,Envoy Air,ORD,4249.0,352.0,62841.0,14530.0,5312.0, Chicago O'Hare International,"Chicago, IL"
2526,2018,2,9E,Endeavor Air Inc.,DEN,4.0,0.0,24.0,0.0,0.0, Denver International,"Denver, CO"
2497,2018,2,9E,Endeavor Air Inc.,ATL,1889.0,19.0,29744.0,12005.0,1170.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2473,2018,2,YX,Republic Airline,ORD,1406.0,44.0,17528.0,2940.0,84.0, Chicago O'Hare International,"Chicago, IL"
2440,2018,2,YX,Republic Airline,DFW,250.0,5.0,4012.0,1220.0,228.0, Dallas/Fort Worth International,Dallas
2439,2018,2,YX,Republic Airline,DEN,289.0,5.0,3354.0,1368.0,86.0, Denver International,"Denver, CO"
2164,2018,2,UA,United Air Lines Inc.,LAX,1915.0,5.0,14668.0,5306.0,1094.0, Los Angeles International,"Los Angeles, CA"
2352,2018,2,YV,Mesa Airlines Inc.,DFW,2354.0,103.0,48139.0,14375.0,3854.0, Dallas/Fort Worth International,Dallas
2326,2018,2,YV,Mesa Airlines Inc.,ATL,194.0,2.0,2177.0,1036.0,154.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2420,2018,2,YX,Republic Airline,ATL,416.0,5.0,3432.0,440.0,184.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2259,2018,2,WN,Southwest Airlines Co.,DEN,4857.0,42.0,43091.0,13957.0,857.0, Denver International,"Denver, CO"
2241,2018,2,WN,Southwest Airlines Co.,ATL,3123.0,46.0,19017.0,5810.0,326.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
2230,2018,2,VX,Virgin America,ORD,56.0,0.0,875.0,255.0,0.0, Chicago O'Hare International,"Chicago, IL"
2226,2018,2,VX,Virgin America,LAX,1104.0,4.0,8263.0,2298.0,0.0, Los Angeles International,"Los Angeles, CA"
2217,2018,2,VX,Virgin America,DEN,52.0,0.0,605.0,444.0,0.0, Denver International,"Denver, CO"
2182,2018,2,UA,United Air Lines Inc.,ORD,4816.0,71.0,48817.0,6156.0,2814.0, Chicago O'Hare International,"Chicago, IL"
2278,2018,2,WN,Southwest Airlines Co.,LAX,3173.0,62.0,38992.0,12183.0,287.0, Los Angeles International,"Los Angeles, CA"
4476,2018,3,OO,SkyWest Airlines Inc.,LAX,3053.0,28.0,45553.0,10347.0,669.0, Los Angeles International,"Los Angeles, CA"
4419,2018,3,OO,SkyWest Airlines Inc.,DFW,552.0,8.0,7001.0,2881.0,469.0, Dallas/Fort Worth International,Dallas
4368,2018,3,OO,SkyWest Airlines Inc.,ATL,2147.0,5.0,31722.0,11894.0,1195.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4333,2018,3,OH,PSA Airlines Inc.,ORD,181.0,12.0,1689.0,791.0,7.0, Chicago O'Hare International,"Chicago, IL"
4268,2018,3,OH,PSA Airlines Inc.,ATL,79.0,0.0,907.0,369.0,1.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4251,2018,3,NK,Spirit Air Lines,ORD,800.0,3.0,6559.0,1318.0,183.0, Chicago O'Hare International,"Chicago, IL"
4109,2018,3,MQ,Envoy Air,ATL,61.0,1.0,689.0,151.0,96.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4235,2018,3,NK,Spirit Air Lines,DFW,608.0,5.0,6194.0,1022.0,138.0, Dallas/Fort Worth International,Dallas
4234,2018,3,NK,Spirit Air Lines,DEN,258.0,0.0,2102.0,328.0,632.0, Denver International,"Denver, CO"
4226,2018,3,NK,Spirit Air Lines,ATL,633.0,3.0,4391.0,787.0,7.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4194,2018,3,MQ,Envoy Air,ORD,4786.0,119.0,33279.0,12728.0,1194.0, Chicago O'Hare International,"Chicago, IL"
4137,2018,3,MQ,Envoy Air,DFW,4644.0,103.0,33763.0,11019.0,3454.0, Dallas/Fort Worth International,Dallas
4517,2018,3,OO,SkyWest Airlines Inc.,ORD,6085.0,83.0,63825.0,24492.0,3471.0, Chicago O'Hare International,"Chicago, IL"
4242,2018,3,NK,Spirit Air Lines,LAX,680.0,5.0,6838.0,1370.0,52.0, Los Angeles International,"Los Angeles, CA"
4583,2018,3,UA,United Air Lines Inc.,ATL,444.0,18.0,2700.0,856.0,215.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4724,2018,3,WN,Southwest Airlines Co.,DEN,5765.0,54.0,59960.0,17049.0,2494.0, Denver International,"Denver, CO"
4605,2018,3,UA,United Air Lines Inc.,DFW,560.0,8.0,3609.0,1059.0,240.0, Dallas/Fort Worth International,Dallas
4629,2018,3,UA,United Air Lines Inc.,LAX,2267.0,18.0,22298.0,6444.0,1937.0, Los Angeles International,"Los Angeles, CA"
4648,2018,3,UA,United Air Lines Inc.,ORD,5657.0,101.0,35059.0,10923.0,708.0, Chicago O'Hare International,"Chicago, IL"
4682,2018,3,VX,Virgin America,DEN,60.0,0.0,740.0,170.0,0.0, Denver International,"Denver, CO"
4691,2018,3,VX,Virgin America,LAX,1335.0,52.0,15993.0,3981.0,28.0, Los Angeles International,"Los Angeles, CA"
4695,2018,3,VX,Virgin America,ORD,83.0,0.0,942.0,469.0,0.0, Chicago O'Hare International,"Chicago, IL"
4706,2018,3,WN,Southwest Airlines Co.,ATL,3631.0,56.0,23235.0,7958.0,368.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4743,2018,3,WN,Southwest Airlines Co.,LAX,3648.0,84.0,66877.0,15554.0,809.0, Los Angeles International,"Los Angeles, CA"
4791,2018,3,YV,Mesa Airlines Inc.,ATL,158.0,2.0,827.0,549.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4817,2018,3,YV,Mesa Airlines Inc.,DFW,2672.0,56.0,21076.0,6710.0,2084.0, Dallas/Fort Worth International,Dallas
4883,2018,3,YX,Republic Airline,ATL,505.0,24.0,2580.0,893.0,5.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4905,2018,3,YX,Republic Airline,DEN,332.0,2.0,2557.0,429.0,0.0, Denver International,"Denver, CO"
4906,2018,3,YX,Republic Airline,DFW,306.0,20.0,3395.0,1554.0,0.0, Dallas/Fort Worth International,Dallas
4939,2018,3,YX,Republic Airline,ORD,1723.0,76.0,11635.0,1857.0,1477.0, Chicago O'Hare International,"Chicago, IL"
4604,2018,3,UA,United Air Lines Inc.,DEN,5115.0,46.0,35107.0,8968.0,1185.0, Denver International,"Denver, CO"
4090,2018,3,HA,Hawaiian Airlines Inc.,LAX,176.0,0.0,1678.0,872.0,0.0, Los Angeles International,"Los Angeles, CA"
4418,2018,3,OO,SkyWest Airlines Inc.,DEN,3767.0,58.0,41192.0,15476.0,793.0, Denver International,"Denver, CO"
3991,2018,3,G4,Allegiant Air,DEN,9.0,0.0,27.0,0.0,0.0, Denver International,"Denver, CO"
3581,2018,3,B6,JetBlue Airways,ATL,265.0,18.0,3011.0,1762.0,190.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3555,2018,3,AS,Alaska Airlines Inc.,ORD,154.0,0.0,757.0,223.0,0.0, Chicago O'Hare International,"Chicago, IL"
3543,2018,3,AS,Alaska Airlines Inc.,LAX,563.0,1.0,2649.0,328.0,11.0, Los Angeles International,"Los Angeles, CA"
3528,2018,3,AS,Alaska Airlines Inc.,DFW,114.0,0.0,669.0,251.0,0.0, Dallas/Fort Worth International,Dallas
3527,2018,3,AS,Alaska Airlines Inc.,DEN,136.0,0.0,1254.0,273.0,0.0, Denver International,"Denver, CO"
3514,2018,3,AS,Alaska Airlines Inc.,ATL,52.0,0.0,112.0,63.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3596,2018,3,B6,JetBlue Airways,DEN,88.0,5.0,740.0,463.0,0.0, Denver International,"Denver, CO"
3476,2018,3,AA,American Airlines Inc.,ORD,5206.0,126.0,35276.0,12838.0,959.0, Chicago O'Hare International,"Chicago, IL"
3434,2018,3,AA,American Airlines Inc.,DFW,12040.0,225.0,96433.0,36620.0,2876.0, Dallas/Fort Worth International,Dallas
3433,2018,3,AA,American Airlines Inc.,DEN,909.0,8.0,8019.0,3456.0,206.0, Denver International,"Denver, CO"
3417,2018,3,AA,American Airlines Inc.,ATL,965.0,24.0,7131.0,2618.0,358.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3390,2018,3,9E,Endeavor Air Inc.,ORD,224.0,13.0,2196.0,502.0,129.0, Chicago O'Hare International,"Chicago, IL"
3316,2018,3,9E,Endeavor Air Inc.,ATL,2294.0,15.0,24057.0,7703.0,685.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4021,2018,3,G4,Allegiant Air,LAX,117.0,0.0,1863.0,698.0,18.0, Los Angeles International,"Los Angeles, CA"
3457,2018,3,AA,American Airlines Inc.,LAX,3332.0,64.0,24902.0,8607.0,1339.0, Los Angeles International,"Los Angeles, CA"
3597,2018,3,B6,JetBlue Airways,DFW,53.0,3.0,613.0,240.0,40.0, Dallas/Fort Worth International,Dallas
3345,2018,3,9E,Endeavor Air Inc.,DFW,311.0,8.0,2441.0,643.0,126.0, Dallas/Fort Worth International,Dallas
3613,2018,3,B6,JetBlue Airways,ORD,177.0,9.0,3797.0,1765.0,0.0, Chicago O'Hare International,"Chicago, IL"
3607,2018,3,B6,JetBlue Airways,LAX,551.0,21.0,7278.0,2996.0,173.0, Los Angeles International,"Los Angeles, CA"
3945,2018,3,F9,Frontier Airlines Inc.,ORD,205.0,1.0,2628.0,569.0,0.0, Chicago O'Hare International,"Chicago, IL"
3920,2018,3,F9,Frontier Airlines Inc.,DFW,36.0,0.0,542.0,81.0,0.0, Dallas/Fort Worth International,Dallas
3919,2018,3,F9,Frontier Airlines Inc.,DEN,1564.0,4.0,17331.0,4166.0,29.0, Denver International,"Denver, CO"
3906,2018,3,F9,Frontier Airlines Inc.,ATL,252.0,4.0,3850.0,1282.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3878,2018,3,EV,ExpressJet Airlines Inc.,ORD,835.0,18.0,9778.0,2288.0,356.0, Chicago O'Hare International,"Chicago, IL"
3824,2018,3,EV,ExpressJet Airlines Inc.,DFW,934.0,11.0,8749.0,4929.0,0.0, Dallas/Fort Worth International,Dallas
3931,2018,3,F9,Frontier Airlines Inc.,LAX,124.0,0.0,1858.0,775.0,0.0, Los Angeles International,"Los Angeles, CA"
3747,2018,3,DL,Delta Air Lines Inc.,ORD,617.0,0.0,3564.0,1580.0,111.0, Chicago O'Hare International,"Chicago, IL"
3720,2018,3,DL,Delta Air Lines Inc.,LAX,2739.0,11.0,33323.0,13431.0,997.0, Los Angeles International,"Los Angeles, CA"
3682,2018,3,DL,Delta Air Lines Inc.,DFW,436.0,1.0,2342.0,942.0,39.0, Dallas/Fort Worth International,Dallas
3681,2018,3,DL,Delta Air Lines Inc.,DEN,1128.0,7.0,11562.0,4162.0,1147.0, Denver International,"Denver, CO"
3648,2018,3,DL,Delta Air Lines Inc.,ATL,21208.0,122.0,117864.0,48114.0,8608.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
3795,2018,3,EV,ExpressJet Airlines Inc.,ATL,1001.0,21.0,14688.0,6365.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6046,2018,4,OO,SkyWest Airlines Inc.,ATL,1932.0,1.0,19001.0,4817.0,842.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6009,2018,4,OH,PSA Airlines Inc.,ORD,170.0,0.0,2172.0,509.0,29.0, Chicago O'Hare International,"Chicago, IL"
5944,2018,4,OH,PSA Airlines Inc.,ATL,109.0,2.0,1142.0,531.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5927,2018,4,NK,Spirit Air Lines,ORD,814.0,1.0,8835.0,323.0,0.0, Chicago O'Hare International,"Chicago, IL"
5918,2018,4,NK,Spirit Air Lines,LAX,681.0,3.0,5882.0,173.0,0.0, Los Angeles International,"Los Angeles, CA"
5901,2018,4,NK,Spirit Air Lines,ATL,668.0,5.0,8462.0,163.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5910,2018,4,NK,Spirit Air Lines,DEN,290.0,3.0,2920.0,29.0,0.0, Denver International,"Denver, CO"
5867,2018,4,MQ,Envoy Air,ORD,4344.0,78.0,38273.0,12313.0,2156.0, Chicago O'Hare International,"Chicago, IL"
5807,2018,4,MQ,Envoy Air,DFW,4736.0,83.0,42126.0,10400.0,6623.0, Dallas/Fort Worth International,Dallas
6098,2018,4,OO,SkyWest Airlines Inc.,DEN,3838.0,29.0,35420.0,13178.0,2603.0, Denver International,"Denver, CO"
5776,2018,4,MQ,Envoy Air,ATL,27.0,0.0,28.0,0.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5756,2018,4,HA,Hawaiian Airlines Inc.,LAX,180.0,1.0,2205.0,1352.0,81.0, Los Angeles International,"Los Angeles, CA"
5911,2018,4,NK,Spirit Air Lines,DFW,735.0,6.0,12150.0,308.0,0.0, Dallas/Fort Worth International,Dallas
6099,2018,4,OO,SkyWest Airlines Inc.,DFW,438.0,6.0,5203.0,904.0,1313.0, Dallas/Fort Worth International,Dallas
6368,2018,4,WN,Southwest Airlines Co.,ATL,3509.0,34.0,30196.0,9754.0,910.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6198,2018,4,OO,SkyWest Airlines Inc.,ORD,6391.0,76.0,78242.0,28221.0,1512.0, Chicago O'Hare International,"Chicago, IL"
6267,2018,4,UA,United Air Lines Inc.,ATL,405.0,1.0,4057.0,1107.0,72.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
